"","region","year","month","IBMR","Date","sal_base_median","sal_June_median","sal_MaxDS_Even_median","sal_MaxDS_Hist_median","sal_MaxWater_median","sal_MaxWater_noSMSCG_median","sal_StatusQuo_median","sal_Summer_Even_AltSMSCG_median","sal_Summer_Even_median","sal_Summer_Hist_median","sal_SummerFall_Even_median","sal_SummerFall_Hist_median","Strata_code","Taxa_code"
"1","Confluence",1995,1,"acartela",1995-01-01,1,0.0183737712547852,0.0183737712547852,0.0183737712547852,0.0183737712547852,0.0183737712547852,0.0183737712547852,0.0183737712547852,0.0183737712547852,0.0183737712547852,0.0183737712547852,0.0183737712547852,7,5
"2","Confluence",1995,1,"allcopnaup",1995-01-01,1,0.936190806788369,0.936190806788369,0.936190806788369,0.936190806788369,0.936190806788369,0.936190806788369,0.936190806788369,0.936190806788369,0.936190806788369,0.936190806788369,0.936190806788369,7,7
"3","Confluence",1995,1,"daphnia",1995-01-01,1,57.1942887289252,57.1942887289252,57.1942887289252,57.1942887289252,57.1942887289252,57.1942887289252,57.1942887289252,57.1942887289252,57.1942887289252,57.1942887289252,57.1942887289252,7,8
"4","Confluence",1995,1,"eurytem",1995-01-01,1,0.0514016846258064,0.0514016846258064,0.0514016846258064,0.0514016846258064,0.0514016846258064,0.0514016846258064,0.0514016846258064,0.0514016846258064,0.0514016846258064,0.0514016846258064,0.0514016846258064,7,11
"5","Confluence",1995,1,"limno",1995-01-01,1,0.0177159918680497,0.0177159918680497,0.0177159918680497,0.0177159918680497,0.0177159918680497,0.0177159918680497,0.0177159918680497,0.0177159918680497,0.0177159918680497,0.0177159918680497,0.0177159918680497,7,1
"6","Confluence",1995,1,"othcalad",1995-01-01,1,2.19193919803175,2.19193919803175,2.19193919803175,2.19193919803175,2.19193919803175,2.19193919803175,2.19193919803175,2.19193919803175,2.19193919803175,2.19193919803175,2.19193919803175,7,4
"7","Confluence",1995,1,"othcaljuv",1995-01-01,1,0.534580185243442,0.534580185243442,0.534580185243442,0.534580185243442,0.534580185243442,0.534580185243442,0.534580185243442,0.534580185243442,0.534580185243442,0.534580185243442,0.534580185243442,7,2
"8","Confluence",1995,1,"othclad",1995-01-01,1,36.4411606020152,36.4411606020152,36.4411606020152,36.4411606020152,36.4411606020152,36.4411606020152,36.4411606020152,36.4411606020152,36.4411606020152,36.4411606020152,36.4411606020152,7,6
"9","Confluence",1995,1,"othcyc",1995-01-01,1,1.26933156967805,1.26933156967805,1.26933156967805,1.26933156967805,1.26933156967805,1.26933156967805,1.26933156967805,1.26933156967805,1.26933156967805,1.26933156967805,1.26933156967805,7,9
"10","Confluence",1995,1,"other",1995-01-01,1,5.11744241260529,5.11744241260529,5.11744241260529,5.11744241260529,5.11744241260529,5.11744241260529,5.11744241260529,5.11744241260529,5.11744241260529,5.11744241260529,5.11744241260529,7,10
"11","Confluence",1995,1,"pdiapfor",1995-01-01,1,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,7,12
"12","Confluence",1995,1,"pdiapjuv",1995-01-01,1,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,0.224882575517626,7,3
